1,8,5,6,9,10,2,3,7,4
0,0,0,0,1,1,1,1,1,0
1,1,1,1,0,0,0,0,0,1
1,1,0,0,0,0,1,0,1,1
0,0,1,1,1,1,0,1,0,0
0,0,1,1,1,0,1,1,1,0
1,1,0,0,0,1,0,0,0,1
0,1,0,0,0,0,1,1,1,1
1,0,1,1,1,1,0,0,0,0
1,0,1,1,0,0,1,0,1,0
0,1,0,0,1,1,0,1,0,1
1,1,0,0,0,0,0,1,1,1
0,0,1,1,1,1,1,0,0,0
