1,3,2,4,5,6,7,8
0,0,1,1,0,1,0,1
1,1,0,0,1,0,1,0
1,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0
0,0,0,0,1,1,1,1
1,1,1,1,0,0,0,0
