iteration,yes x none,,,,no x none,,,
iteration,True Positive,True Negative,False Positive,False Negative,True Positive,True Negative,False Positive,False Negative
526,158540,0,                       0,158540,158540,0,                       0,158540
527,158539,0,                       0,158541,158541,0,                       0,158539
528,158540,0,                       0,158540,158540,0,                       0,158540
529,158539,0,                       0,158541,158541,0,                       0,158539
530,158540,0,                       0,158540,158540,0,                       0,158540
531,158541,0,                       0,158539,158539,0,                       0,158541
532,158542,0,                       0,158538,158538,0,                       0,158542
533,158541,0,                       0,158539,158539,0,                       0,158541
534,158542,0,                       0,158538,158538,0,                       0,158542
535,158541,0,                       0,158539,158539,0,                       0,158541
536,158540,0,                       0,158540,158540,0,                       0,158540
537,158539,0,                       0,158541,158541,0,                       0,158539
538,158540,0,                       0,158540,158540,0,                       0,158540
539,158541,0,                       0,158539,158539,0,                       0,158541
540,158540,0,                       0,158540,158540,0,                       0,158540
541,158539,0,                       0,158541,158541,0,                       0,158539
542,158538,0,                       0,158542,158542,0,                       0,158538
543,158539,0,                       0,158541,158541,0,                       0,158539
544,158540,0,                       0,158540,158540,0,                       0,158540
545,158541,0,                       0,158539,158539,0,                       0,158541
546,158542,0,                       0,158538,158538,0,                       0,158542
547,158541,0,                       0,158539,158539,0,                       0,158541
548,158540,0,                       0,158540,158540,0,                       0,158540
549,158539,0,                       0,158541,158541,0,                       0,158539
550,158540,0,                       0,158540,158540,0,                       0,158540
551,158539,0,                       0,158541,158541,0,                       0,158539
552,158540,0,                       0,158540,158540,0,                       0,158540
553,158539,0,                       0,158541,158541,0,                       0,158539
554,158540,0,                       0,158540,158540,0,                       0,158540
555,158539,0,                       0,158541,158541,0,                       0,158539
556,158540,0,                       0,158540,158540,0,                       0,158540
557,158539,0,                       0,158541,158541,0,                       0,158539
558,158540,0,                       0,158540,158540,0,                       0,158540
559,158541,0,                       0,158539,158539,0,                       0,158541
560,158540,0,                       0,158540,158540,0,                       0,158540
561,158541,0,                       0,158539,158539,0,                       0,158541
562,158542,0,                       0,158538,158538,0,                       0,158542
563,158541,0,                       0,158539,158539,0,                       0,158541
564,158540,0,                       0,158540,158540,0,                       0,158540
565,158541,0,                       0,158539,158539,0,                       0,158541
566,158540,0,                       0,158540,158540,0,                       0,158540
567,158541,0,                       0,158539,158539,0,                       0,158541
568,158542,0,                       0,158538,158538,0,                       0,158542
569,158543,0,                       0,158537,158537,0,                       0,158543
570,158544,0,                       0,158536,158536,0,                       0,158544
571,158545,0,                       0,158535,158535,0,                       0,158545
572,158546,0,                       0,158534,158534,0,                       0,158546
573,158545,0,                       0,158535,158535,0,                       0,158545
574,158546,0,                       0,158534,158534,0,                       0,158546
575,158545,0,                       0,158535,158535,0,                       0,158545
576,158544,0,                       0,158536,158536,0,                       0,158544
577,158543,0,                       0,158537,158537,0,                       0,158543
578,158542,0,                       0,158538,158538,0,                       0,158542
579,158541,0,                       0,158539,158539,0,                       0,158541
580,158540,0,                       0,158540,158540,0,                       0,158540
581,158539,0,                       0,158541,158541,0,                       0,158539
582,158540,0,                       0,158540,158540,0,                       0,158540
583,158539,0,                       0,158541,158541,0,                       0,158539
584,158538,0,                       0,158542,158542,0,                       0,158538
585,158539,0,                       0,158541,158541,0,                       0,158539
586,158540,0,                       0,158540,158540,0,                       0,158540
587,158539,0,                       0,158541,158541,0,                       0,158539
588,158540,0,                       0,158540,158540,0,                       0,158540
589,158539,0,                       0,158541,158541,0,                       0,158539
590,158540,0,                       0,158540,158540,0,                       0,158540
591,158539,0,                       0,158541,158541,0,                       0,158539
592,158540,0,                       0,158540,158540,0,                       0,158540
593,158541,0,                       0,158539,158539,0,                       0,158541
594,158542,0,                       0,158538,158538,0,                       0,158542
595,158541,0,                       0,158539,158539,0,                       0,158541
596,158540,0,                       0,158540,158540,0,                       0,158540
597,158539,0,                       0,158541,158541,0,                       0,158539
598,158540,0,                       0,158540,158540,0,                       0,158540
599,158539,0,                       0,158541,158541,0,                       0,158539
600,158538,0,                       0,158542,158542,0,                       0,158538
601,158539,0,                       0,158541,158541,0,                       0,158539
602,158540,0,                       0,158540,158540,0,                       0,158540
603,158541,0,                       0,158539,158539,0,                       0,158541
604,158540,0,                       0,158540,158540,0,                       0,158540
605,158539,0,                       0,158541,158541,0,                       0,158539
606,158538,0,                       0,158542,158542,0,                       0,158538
607,158537,0,                       0,158543,158543,0,                       0,158537
608,158538,0,                       0,158542,158542,0,                       0,158538
609,158539,0,                       0,158541,158541,0,                       0,158539
610,158540,0,                       0,158540,158540,0,                       0,158540
611,158541,0,                       0,158539,158539,0,                       0,158541
612,158540,0,                       0,158540,158540,0,                       0,158540
613,158539,0,                       0,158541,158541,0,                       0,158539
614,158540,0,                       0,158540,158540,0,                       0,158540
615,158541,0,                       0,158539,158539,0,                       0,158541
616,158540,0,                       0,158540,158540,0,                       0,158540
617,158539,0,                       0,158541,158541,0,                       0,158539
618,158538,0,                       0,158542,158542,0,                       0,158538
619,158537,0,                       0,158543,158543,0,                       0,158537
620,158538,0,                       0,158542,158542,0,                       0,158538
621,158539,0,                       0,158541,158541,0,                       0,158539
622,158540,0,                       0,158540,158540,0,                       0,158540
623,158539,0,                       0,158541,158541,0,                       0,158539
624,158540,0,                       0,158540,158540,0,                       0,158540
625,158541,0,                       0,158539,158539,0,                       0,158541
626,158540,0,                       0,158540,158540,0,                       0,158540
627,158541,0,                       0,158539,158539,0,                       0,158541
628,158540,0,                       0,158540,158540,0,                       0,158540
629,158539,0,                       0,158541,158541,0,                       0,158539
630,158538,0,                       0,158542,158542,0,                       0,158538
631,158537,0,                       0,158543,158543,0,                       0,158537
632,158538,0,                       0,158542,158542,0,                       0,158538
633,158539,0,                       0,158541,158541,0,                       0,158539
634,158540,0,                       0,158540,158540,0,                       0,158540
635,158539,0,                       0,158541,158541,0,                       0,158539
636,158540,0,                       0,158540,158540,0,                       0,158540
637,158539,0,                       0,158541,158541,0,                       0,158539
638,158538,0,                       0,158542,158542,0,                       0,158538
639,158539,0,                       0,158541,158541,0,                       0,158539
640,158540,0,                       0,158540,158540,0,                       0,158540
641,158539,0,                       0,158541,158541,0,                       0,158539
642,158538,0,                       0,158542,158542,0,                       0,158538
643,158539,0,                       0,158541,158541,0,                       0,158539
644,158540,0,                       0,158540,158540,0,                       0,158540
645,158539,0,                       0,158541,158541,0,                       0,158539
646,158540,0,                       0,158540,158540,0,                       0,158540
647,158541,0,                       0,158539,158539,0,                       0,158541
648,158540,0,                       0,158540,158540,0,                       0,158540
649,158539,0,                       0,158541,158541,0,                       0,158539
650,158538,0,                       0,158542,158542,0,                       0,158538
651,158539,0,                       0,158541,158541,0,                       0,158539
652,158540,0,                       0,158540,158540,0,                       0,158540
653,158539,0,                       0,158541,158541,0,                       0,158539
654,158540,0,                       0,158540,158540,0,                       0,158540
655,158539,0,                       0,158541,158541,0,                       0,158539
656,158540,0,                       0,158540,158540,0,                       0,158540
657,158539,0,                       0,158541,158541,0,                       0,158539
658,158540,0,                       0,158540,158540,0,                       0,158540
659,158541,0,                       0,158539,158539,0,                       0,158541
660,158542,0,                       0,158538,158538,0,                       0,158542
661,158543,0,                       0,158537,158537,0,                       0,158543
662,158542,0,                       0,158538,158538,0,                       0,158542
663,158543,0,                       0,158537,158537,0,                       0,158543
664,158542,0,                       0,158538,158538,0,                       0,158542
665,158541,0,                       0,158539,158539,0,                       0,158541
666,158540,0,                       0,158540,158540,0,                       0,158540
667,158539,0,                       0,158541,158541,0,                       0,158539
668,158540,0,                       0,158540,158540,0,                       0,158540
669,158539,0,                       0,158541,158541,0,                       0,158539
670,158540,0,                       0,158540,158540,0,                       0,158540
671,158541,0,                       0,158539,158539,0,                       0,158541
672,158542,0,                       0,158538,158538,0,                       0,158542
673,158541,0,                       0,158539,158539,0,                       0,158541
674,158540,0,                       0,158540,158540,0,                       0,158540
675,158539,0,                       0,158541,158541,0,                       0,158539
676,158540,0,                       0,158540,158540,0,                       0,158540
677,158539,0,                       0,158541,158541,0,                       0,158539
678,158540,0,                       0,158540,158540,0,                       0,158540
679,158539,0,                       0,158541,158541,0,                       0,158539
680,158540,0,                       0,158540,158540,0,                       0,158540
681,158541,0,                       0,158539,158539,0,                       0,158541
682,158540,0,                       0,158540,158540,0,                       0,158540
683,158539,0,                       0,158541,158541,0,                       0,158539
684,158540,0,                       0,158540,158540,0,                       0,158540
685,158539,0,                       0,158541,158541,0,                       0,158539
686,158540,0,                       0,158540,158540,0,                       0,158540
687,158541,0,                       0,158539,158539,0,                       0,158541
688,158540,0,                       0,158540,158540,0,                       0,158540
689,158539,0,                       0,158541,158541,0,                       0,158539
690,158540,0,                       0,158540,158540,0,                       0,158540
691,158541,0,                       0,158539,158539,0,                       0,158541
692,158540,0,                       0,158540,158540,0,                       0,158540
693,158539,0,                       0,158541,158541,0,                       0,158539
694,158540,0,                       0,158540,158540,0,                       0,158540
695,158539,0,                       0,158541,158541,0,                       0,158539
696,158540,0,                       0,158540,158540,0,                       0,158540
697,158539,0,                       0,158541,158541,0,                       0,158539
698,158538,0,                       0,158542,158542,0,                       0,158538
699,158539,0,                       0,158541,158541,0,                       0,158539
700,158540,0,                       0,158540,158540,0,                       0,158540
701,158541,0,                       0,158539,158539,0,                       0,158541
702,158540,0,                       0,158540,158540,0,                       0,158540
703,158539,0,                       0,158541,158541,0,                       0,158539
704,158540,0,                       0,158540,158540,0,                       0,158540
705,158541,0,                       0,158539,158539,0,                       0,158541
706,158542,0,                       0,158538,158538,0,                       0,158542
707,158541,0,                       0,158539,158539,0,                       0,158541
708,158540,0,                       0,158540,158540,0,                       0,158540
709,158539,0,                       0,158541,158541,0,                       0,158539
710,158540,0,                       0,158540,158540,0,                       0,158540
711,158539,0,                       0,158541,158541,0,                       0,158539
712,158540,0,                       0,158540,158540,0,                       0,158540
713,158539,0,                       0,158541,158541,0,                       0,158539
714,158540,0,                       0,158540,158540,0,                       0,158540
715,158539,0,                       0,158541,158541,0,                       0,158539
716,158540,0,                       0,158540,158540,0,                       0,158540
717,158539,0,                       0,158541,158541,0,                       0,158539
718,158540,0,                       0,158540,158540,0,                       0,158540
719,158541,0,                       0,158539,158539,0,                       0,158541
720,158540,0,                       0,158540,158540,0,                       0,158540
721,158541,0,                       0,158539,158539,0,                       0,158541
722,158540,0,                       0,158540,158540,0,                       0,158540
723,158539,0,                       0,158541,158541,0,                       0,158539
724,158540,0,                       0,158540,158540,0,                       0,158540
725,158539,0,                       0,158541,158541,0,                       0,158539
726,158538,0,                       0,158542,158542,0,                       0,158538
727,158539,0,                       0,158541,158541,0,                       0,158539
728,158540,0,                       0,158540,158540,0,                       0,158540
729,158541,0,                       0,158539,158539,0,                       0,158541
730,158540,0,                       0,158540,158540,0,                       0,158540
731,158539,0,                       0,158541,158541,0,                       0,158539
732,158538,0,                       0,158542,158542,0,                       0,158538
733,158539,0,                       0,158541,158541,0,                       0,158539
734,158538,0,                       0,158542,158542,0,                       0,158538
735,158537,0,                       0,158543,158543,0,                       0,158537
736,158538,0,                       0,158542,158542,0,                       0,158538
737,158539,0,                       0,158541,158541,0,                       0,158539
738,158540,0,                       0,158540,158540,0,                       0,158540
739,158539,0,                       0,158541,158541,0,                       0,158539
740,158540,0,                       0,158540,158540,0,                       0,158540
741,158541,0,                       0,158539,158539,0,                       0,158541
742,158540,0,                       0,158540,158540,0,                       0,158540
743,158539,0,                       0,158541,158541,0,                       0,158539
744,158538,0,                       0,158542,158542,0,                       0,158538
745,158537,0,                       0,158543,158543,0,                       0,158537
746,158538,0,                       0,158542,158542,0,                       0,158538
747,158539,0,                       0,158541,158541,0,                       0,158539
748,158540,0,                       0,158540,158540,0,                       0,158540
749,158539,0,                       0,158541,158541,0,                       0,158539
750,158540,0,                       0,158540,158540,0,                       0,158540
751,158541,0,                       0,158539,158539,0,                       0,158541
752,158542,0,                       0,158538,158538,0,                       0,158542
753,158541,0,                       0,158539,158539,0,                       0,158541
754,158540,0,                       0,158540,158540,0,                       0,158540
755,158541,0,                       0,158539,158539,0,                       0,158541
756,158540,0,                       0,158540,158540,0,                       0,158540
757,158541,0,                       0,158539,158539,0,                       0,158541
758,158542,0,                       0,158538,158538,0,                       0,158542
759,158543,0,                       0,158537,158537,0,                       0,158543
760,158542,0,                       0,158538,158538,0,                       0,158542
761,158541,0,                       0,158539,158539,0,                       0,158541
762,158540,0,                       0,158540,158540,0,                       0,158540
763,158539,0,                       0,158541,158541,0,                       0,158539
764,158540,0,                       0,158540,158540,0,                       0,158540
765,158541,0,                       0,158539,158539,0,                       0,158541
766,158540,0,                       0,158540,158540,0,                       0,158540
767,158539,0,                       0,158541,158541,0,                       0,158539
768,158540,0,                       0,158540,158540,0,                       0,158540
769,158541,0,                       0,158539,158539,0,                       0,158541
770,158542,0,                       0,158538,158538,0,                       0,158542
771,158543,0,                       0,158537,158537,0,                       0,158543
772,158542,0,                       0,158538,158538,0,                       0,158542
773,158541,0,                       0,158539,158539,0,                       0,158541
774,158542,0,                       0,158538,158538,0,                       0,158542
775,158541,0,                       0,158539,158539,0,                       0,158541
776,158540,0,                       0,158540,158540,0,                       0,158540
777,158541,0,                       0,158539,158539,0,                       0,158541
778,158540,0,                       0,158540,158540,0,                       0,158540
779,158539,0,                       0,158541,158541,0,                       0,158539
780,158540,0,                       0,158540,158540,0,                       0,158540
781,158539,0,                       0,158541,158541,0,                       0,158539
782,158540,0,                       0,158540,158540,0,                       0,158540
783,158541,0,                       0,158539,158539,0,                       0,158541
784,158542,0,                       0,158538,158538,0,                       0,158542
785,158541,0,                       0,158539,158539,0,                       0,158541
786,158540,0,                       0,158540,158540,0,                       0,158540
787,158539,0,                       0,158541,158541,0,                       0,158539
788,158540,0,                       0,158540,158540,0,                       0,158540
789,158541,0,                       0,158539,158539,0,                       0,158541
790,158542,0,                       0,158538,158538,0,                       0,158542
791,158541,0,                       0,158539,158539,0,                       0,158541
792,158540,0,                       0,158540,158540,0,                       0,158540
793,158541,0,                       0,158539,158539,0,                       0,158541
794,158542,0,                       0,158538,158538,0,                       0,158542
795,158541,0,                       0,158539,158539,0,                       0,158541
796,158542,0,                       0,158538,158538,0,                       0,158542
797,158541,0,                       0,158539,158539,0,                       0,158541
798,158542,0,                       0,158538,158538,0,                       0,158542
799,158541,0,                       0,158539,158539,0,                       0,158541
800,158540,0,                       0,158540,158540,0,                       0,158540
801,158541,0,                       0,158539,158539,0,                       0,158541
802,158542,0,                       0,158538,158538,0,                       0,158542
803,158543,0,                       0,158537,158537,0,                       0,158543
804,158542,0,                       0,158538,158538,0,                       0,158542
805,158541,0,                       0,158539,158539,0,                       0,158541
806,158542,0,                       0,158538,158538,0,                       0,158542
807,158543,0,                       0,158537,158537,0,                       0,158543
808,158544,0,                       0,158536,158536,0,                       0,158544
809,158543,0,                       0,158537,158537,0,                       0,158543
810,158542,0,                       0,158538,158538,0,                       0,158542
811,158541,0,                       0,158539,158539,0,                       0,158541
812,158540,0,                       0,158540,158540,0,                       0,158540
813,158541,0,                       0,158539,158539,0,                       0,158541
814,158542,0,                       0,158538,158538,0,                       0,158542
815,158543,0,                       0,158537,158537,0,                       0,158543
816,158542,0,                       0,158538,158538,0,                       0,158542
817,158541,0,                       0,158539,158539,0,                       0,158541
818,158540,0,                       0,158540,158540,0,                       0,158540
819,158539,0,                       0,158541,158541,0,                       0,158539
820,158538,0,                       0,158542,158542,0,                       0,158538
821,158537,0,                       0,158543,158543,0,                       0,158537
822,158538,0,                       0,158542,158542,0,                       0,158538
823,158537,0,                       0,158543,158543,0,                       0,158537
824,158538,0,                       0,158542,158542,0,                       0,158538
825,158539,0,                       0,158541,158541,0,                       0,158539
826,158540,0,                       0,158540,158540,0,                       0,158540
827,158541,0,                       0,158539,158539,0,                       0,158541
828,158540,0,                       0,158540,158540,0,                       0,158540
829,158541,0,                       0,158539,158539,0,                       0,158541
830,158542,0,                       0,158538,158538,0,                       0,158542
831,158541,0,                       0,158539,158539,0,                       0,158541
832,158542,0,                       0,158538,158538,0,                       0,158542
833,158541,0,                       0,158539,158539,0,                       0,158541
834,158540,0,                       0,158540,158540,0,                       0,158540
835,158539,0,                       0,158541,158541,0,                       0,158539
836,158538,0,                       0,158542,158542,0,                       0,158538
837,158539,0,                       0,158541,158541,0,                       0,158539
838,158538,0,                       0,158542,158542,0,                       0,158538
839,158539,0,                       0,158541,158541,0,                       0,158539
840,158540,0,                       0,158540,158540,0,                       0,158540
841,158539,0,                       0,158541,158541,0,                       0,158539
842,158540,0,                       0,158540,158540,0,                       0,158540
843,158539,0,                       0,158541,158541,0,                       0,158539
844,158540,0,                       0,158540,158540,0,                       0,158540
845,158539,0,                       0,158541,158541,0,                       0,158539
846,158538,0,                       0,158542,158542,0,                       0,158538
847,158537,0,                       0,158543,158543,0,                       0,158537
848,158538,0,                       0,158542,158542,0,                       0,158538
849,158539,0,                       0,158541,158541,0,                       0,158539
850,158540,0,                       0,158540,158540,0,                       0,158540
851,158539,0,                       0,158541,158541,0,                       0,158539
852,158540,0,                       0,158540,158540,0,                       0,158540
853,158539,0,                       0,158541,158541,0,                       0,158539
854,158538,0,                       0,158542,158542,0,                       0,158538
855,158539,0,                       0,158541,158541,0,                       0,158539
856,158538,0,                       0,158542,158542,0,                       0,158538
857,158539,0,                       0,158541,158541,0,                       0,158539
858,158540,0,                       0,158540,158540,0,                       0,158540
859,158541,0,                       0,158539,158539,0,                       0,158541
860,158540,0,                       0,158540,158540,0,                       0,158540
861,158539,0,                       0,158541,158541,0,                       0,158539
862,158540,0,                       0,158540,158540,0,                       0,158540
863,158539,0,                       0,158541,158541,0,                       0,158539
864,158540,0,                       0,158540,158540,0,                       0,158540
865,158539,0,                       0,158541,158541,0,                       0,158539
866,158540,0,                       0,158540,158540,0,                       0,158540
867,158541,0,                       0,158539,158539,0,                       0,158541
868,158540,0,                       0,158540,158540,0,                       0,158540
869,158541,0,                       0,158539,158539,0,                       0,158541
870,158540,0,                       0,158540,158540,0,                       0,158540
871,158541,0,                       0,158539,158539,0,                       0,158541
872,158540,0,                       0,158540,158540,0,                       0,158540
873,158541,0,                       0,158539,158539,0,                       0,158541
874,158540,0,                       0,158540,158540,0,                       0,158540
875,158541,0,                       0,158539,158539,0,                       0,158541
876,158542,0,                       0,158538,158538,0,                       0,158542
877,158541,0,                       0,158539,158539,0,                       0,158541
878,158542,0,                       0,158538,158538,0,                       0,158542
879,158541,0,                       0,158539,158539,0,                       0,158541
880,158542,0,                       0,158538,158538,0,                       0,158542
881,158541,0,                       0,158539,158539,0,                       0,158541
882,158540,0,                       0,158540,158540,0,                       0,158540
883,158539,0,                       0,158541,158541,0,                       0,158539
884,158540,0,                       0,158540,158540,0,                       0,158540
885,158541,0,                       0,158539,158539,0,                       0,158541
886,158540,0,                       0,158540,158540,0,                       0,158540
887,158541,0,                       0,158539,158539,0,                       0,158541
888,158542,0,                       0,158538,158538,0,                       0,158542
889,158541,0,                       0,158539,158539,0,                       0,158541
890,158540,0,                       0,158540,158540,0,                       0,158540
891,158541,0,                       0,158539,158539,0,                       0,158541
892,158540,0,                       0,158540,158540,0,                       0,158540
893,158541,0,                       0,158539,158539,0,                       0,158541
894,158540,0,                       0,158540,158540,0,                       0,158540
895,158541,0,                       0,158539,158539,0,                       0,158541
896,158542,0,                       0,158538,158538,0,                       0,158542
897,158543,0,                       0,158537,158537,0,                       0,158543
898,158544,0,                       0,158536,158536,0,                       0,158544
899,158543,0,                       0,158537,158537,0,                       0,158543
900,158542,0,                       0,158538,158538,0,                       0,158542
901,158541,0,                       0,158539,158539,0,                       0,158541
902,158542,0,                       0,158538,158538,0,                       0,158542
903,158541,0,                       0,158539,158539,0,                       0,158541
904,158542,0,                       0,158538,158538,0,                       0,158542
905,158541,0,                       0,158539,158539,0,                       0,158541
906,158540,0,                       0,158540,158540,0,                       0,158540
907,158541,0,                       0,158539,158539,0,                       0,158541
908,158540,0,                       0,158540,158540,0,                       0,158540
909,158541,0,                       0,158539,158539,0,                       0,158541
910,158540,0,                       0,158540,158540,0,                       0,158540
911,158541,0,                       0,158539,158539,0,                       0,158541
912,158540,0,                       0,158540,158540,0,                       0,158540
913,158541,0,                       0,158539,158539,0,                       0,158541
914,158540,0,                       0,158540,158540,0,                       0,158540
915,158541,0,                       0,158539,158539,0,                       0,158541
916,158540,0,                       0,158540,158540,0,                       0,158540
917,158541,0,                       0,158539,158539,0,                       0,158541
918,158540,0,                       0,158540,158540,0,                       0,158540
919,158541,0,                       0,158539,158539,0,                       0,158541
920,158542,0,                       0,158538,158538,0,                       0,158542
921,158541,0,                       0,158539,158539,0,                       0,158541
922,158540,0,                       0,158540,158540,0,                       0,158540
923,158541,0,                       0,158539,158539,0,                       0,158541
924,158540,0,                       0,158540,158540,0,                       0,158540
925,158541,0,                       0,158539,158539,0,                       0,158541
926,158540,0,                       0,158540,158540,0,                       0,158540
927,158541,0,                       0,158539,158539,0,                       0,158541
928,158540,0,                       0,158540,158540,0,                       0,158540
929,158539,0,                       0,158541,158541,0,                       0,158539
930,158538,0,                       0,158542,158542,0,                       0,158538
931,158539,0,                       0,158541,158541,0,                       0,158539
932,158540,0,                       0,158540,158540,0,                       0,158540
933,158541,0,                       0,158539,158539,0,                       0,158541
934,158540,0,                       0,158540,158540,0,                       0,158540
935,158541,0,                       0,158539,158539,0,                       0,158541
936,158540,0,                       0,158540,158540,0,                       0,158540
937,158541,0,                       0,158539,158539,0,                       0,158541
938,158540,0,                       0,158540,158540,0,                       0,158540
939,158541,0,                       0,158539,158539,0,                       0,158541
940,158540,0,                       0,158540,158540,0,                       0,158540
941,158539,0,                       0,158541,158541,0,                       0,158539
942,158538,0,                       0,158542,158542,0,                       0,158538
943,158537,0,                       0,158543,158543,0,                       0,158537
944,158536,0,                       0,158544,158544,0,                       0,158536
945,158535,0,                       0,158545,158545,0,                       0,158535
946,158536,0,                       0,158544,158544,0,                       0,158536
947,158537,0,                       0,158543,158543,0,                       0,158537
948,158536,0,                       0,158544,158544,0,                       0,158536
949,158537,0,                       0,158543,158543,0,                       0,158537
950,158538,0,                       0,158542,158542,0,                       0,158538
951,158539,0,                       0,158541,158541,0,                       0,158539
952,158540,0,                       0,158540,158540,0,                       0,158540
953,158539,0,                       0,158541,158541,0,                       0,158539
954,158540,0,                       0,158540,158540,0,                       0,158540
955,158541,0,                       0,158539,158539,0,                       0,158541
956,158542,0,                       0,158538,158538,0,                       0,158542
957,158543,0,                       0,158537,158537,0,                       0,158543
958,158544,0,                       0,158536,158536,0,                       0,158544
959,158545,0,                       0,158535,158535,0,                       0,158545
960,158546,0,                       0,158534,158534,0,                       0,158546
961,158545,0,                       0,158535,158535,0,                       0,158545
962,158544,0,                       0,158536,158536,0,                       0,158544
963,158543,0,                       0,158537,158537,0,                       0,158543
964,158542,0,                       0,158538,158538,0,                       0,158542
965,158541,0,                       0,158539,158539,0,                       0,158541
966,158540,0,                       0,158540,158540,0,                       0,158540
967,158539,0,                       0,158541,158541,0,                       0,158539
968,158538,0,                       0,158542,158542,0,                       0,158538
969,158539,0,                       0,158541,158541,0,                       0,158539
970,158540,0,                       0,158540,158540,0,                       0,158540
971,158541,0,                       0,158539,158539,0,                       0,158541
972,158540,0,                       0,158540,158540,0,                       0,158540
973,158541,0,                       0,158539,158539,0,                       0,158541
974,158540,0,                       0,158540,158540,0,                       0,158540
975,158539,0,                       0,158541,158541,0,                       0,158539
976,158540,0,                       0,158540,158540,0,                       0,158540
977,158541,0,                       0,158539,158539,0,                       0,158541
978,158542,0,                       0,158538,158538,0,                       0,158542
979,158541,0,                       0,158539,158539,0,                       0,158541
980,158540,0,                       0,158540,158540,0,                       0,158540
981,158539,0,                       0,158541,158541,0,                       0,158539
982,158540,0,                       0,158540,158540,0,                       0,158540
983,158541,0,                       0,158539,158539,0,                       0,158541
984,158540,0,                       0,158540,158540,0,                       0,158540
985,158539,0,                       0,158541,158541,0,                       0,158539
986,158540,0,                       0,158540,158540,0,                       0,158540
987,158539,0,                       0,158541,158541,0,                       0,158539
988,158540,0,                       0,158540,158540,0,                       0,158540
989,158541,0,                       0,158539,158539,0,                       0,158541
990,158540,0,                       0,158540,158540,0,                       0,158540
991,158541,0,                       0,158539,158539,0,                       0,158541
992,158542,0,                       0,158538,158538,0,                       0,158542
993,158543,0,                       0,158537,158537,0,                       0,158543
994,158544,0,                       0,158536,158536,0,                       0,158544
995,158545,0,                       0,158535,158535,0,                       0,158545
996,158544,0,                       0,158536,158536,0,                       0,158544
997,158543,0,                       0,158537,158537,0,                       0,158543
998,158542,0,                       0,158538,158538,0,                       0,158542
999,158541,0,                       0,158539,158539,0,                       0,158541
1000,158540,0,                       0,158540,158540,0,                       0,158540
1001,158541,0,                       0,158539,158539,0,                       0,158541
1002,158540,0,                       0,158540,158540,0,                       0,158540
1003,158539,0,                       0,158541,158541,0,                       0,158539
1004,158538,0,                       0,158542,158542,0,                       0,158538
1005,158539,0,                       0,158541,158541,0,                       0,158539
1006,158540,0,                       0,158540,158540,0,                       0,158540
1007,158539,0,                       0,158541,158541,0,                       0,158539
1008,158540,0,                       0,158540,158540,0,                       0,158540
1009,158539,0,                       0,158541,158541,0,                       0,158539
1010,158540,0,                       0,158540,158540,0,                       0,158540
1011,158541,0,                       0,158539,158539,0,                       0,158541
1012,158540,0,                       0,158540,158540,0,                       0,158540
1013,158539,0,                       0,158541,158541,0,                       0,158539
1014,158540,0,                       0,158540,158540,0,                       0,158540
1015,158541,0,                       0,158539,158539,0,                       0,158541
1016,158542,0,                       0,158538,158538,0,                       0,158542
1017,158541,0,                       0,158539,158539,0,                       0,158541
1018,158540,0,                       0,158540,158540,0,                       0,158540
1019,158539,0,                       0,158541,158541,0,                       0,158539
