iteration,yes x none,,,,no x none,,,
iteration,True Positive,True Negative,False Positive,False Negative,True Positive,True Negative,False Positive,False Negative
622,499,0,                       0,501,501,0,                       0,499
623,498,0,                       0,502,502,0,                       0,498
624,499,0,                       0,501,501,0,                       0,499
625,500,0,                       0,500,500,0,                       0,500
626,501,0,                       0,499,499,0,                       0,501
627,500,0,                       0,500,500,0,                       0,500
628,501,0,                       0,499,499,0,                       0,501
629,500,0,                       0,500,500,0,                       0,500
630,501,0,                       0,499,499,0,                       0,501
631,500,0,                       0,500,500,0,                       0,500
632,499,0,                       0,501,501,0,                       0,499
633,500,0,                       0,500,500,0,                       0,500
634,501,0,                       0,499,499,0,                       0,501
635,500,0,                       0,500,500,0,                       0,500
636,501,0,                       0,499,499,0,                       0,501
637,500,0,                       0,500,500,0,                       0,500
638,499,0,                       0,501,501,0,                       0,499
639,500,0,                       0,500,500,0,                       0,500
640,501,0,                       0,499,499,0,                       0,501
641,502,0,                       0,498,498,0,                       0,502
642,501,0,                       0,499,499,0,                       0,501
643,500,0,                       0,500,500,0,                       0,500
644,499,0,                       0,501,501,0,                       0,499
645,500,0,                       0,500,500,0,                       0,500
646,499,0,                       0,501,501,0,                       0,499
647,500,0,                       0,500,500,0,                       0,500
648,499,0,                       0,501,501,0,                       0,499
649,500,0,                       0,500,500,0,                       0,500
650,501,0,                       0,499,499,0,                       0,501
651,500,0,                       0,500,500,0,                       0,500
652,501,0,                       0,499,499,0,                       0,501
653,500,0,                       0,500,500,0,                       0,500
654,499,0,                       0,501,501,0,                       0,499
655,500,0,                       0,500,500,0,                       0,500
656,501,0,                       0,499,499,0,                       0,501
657,502,0,                       0,498,498,0,                       0,502
658,501,0,                       0,499,499,0,                       0,501
659,500,0,                       0,500,500,0,                       0,500
660,501,0,                       0,499,499,0,                       0,501
661,500,0,                       0,500,500,0,                       0,500
662,501,0,                       0,499,499,0,                       0,501
663,500,0,                       0,500,500,0,                       0,500
664,499,0,                       0,501,501,0,                       0,499
665,498,0,                       0,502,502,0,                       0,498
666,499,0,                       0,501,501,0,                       0,499
667,500,0,                       0,500,500,0,                       0,500
668,501,0,                       0,499,499,0,                       0,501
669,500,0,                       0,500,500,0,                       0,500
670,501,0,                       0,499,499,0,                       0,501
671,500,0,                       0,500,500,0,                       0,500
672,499,0,                       0,501,501,0,                       0,499
673,500,0,                       0,500,500,0,                       0,500
674,501,0,                       0,499,499,0,                       0,501
675,500,0,                       0,500,500,0,                       0,500
676,501,0,                       0,499,499,0,                       0,501
677,502,0,                       0,498,498,0,                       0,502
678,501,0,                       0,499,499,0,                       0,501
679,500,0,                       0,500,500,0,                       0,500
680,501,0,                       0,499,499,0,                       0,501
681,500,0,                       0,500,500,0,                       0,500
682,501,0,                       0,499,499,0,                       0,501
683,500,0,                       0,500,500,0,                       0,500
684,501,0,                       0,499,499,0,                       0,501
