iteration,yes x none,,,,no x none,,,
iteration,True Positive,True Negative,False Positive,False Negative,True Positive,True Negative,False Positive,False Negative
8738,158539,0,                       0,158541,158541,0,                       0,158539
8739,158540,0,                       0,158540,158540,0,                       0,158540
8740,158539,0,                       0,158541,158541,0,                       0,158539
8741,158538,0,                       0,158542,158542,0,                       0,158538
8742,158539,0,                       0,158541,158541,0,                       0,158539
8743,158540,0,                       0,158540,158540,0,                       0,158540
8744,158539,0,                       0,158541,158541,0,                       0,158539
8745,158540,0,                       0,158540,158540,0,                       0,158540
8746,158539,0,                       0,158541,158541,0,                       0,158539
8747,158538,0,                       0,158542,158542,0,                       0,158538
8748,158539,0,                       0,158541,158541,0,                       0,158539
8749,158540,0,                       0,158540,158540,0,                       0,158540
8750,158541,0,                       0,158539,158539,0,                       0,158541
8751,158540,0,                       0,158540,158540,0,                       0,158540
8752,158539,0,                       0,158541,158541,0,                       0,158539
8753,158538,0,                       0,158542,158542,0,                       0,158538
8754,158539,0,                       0,158541,158541,0,                       0,158539
8755,158538,0,                       0,158542,158542,0,                       0,158538
8756,158539,0,                       0,158541,158541,0,                       0,158539
8757,158540,0,                       0,158540,158540,0,                       0,158540
8758,158541,0,                       0,158539,158539,0,                       0,158541
8759,158542,0,                       0,158538,158538,0,                       0,158542
8760,158541,0,                       0,158539,158539,0,                       0,158541
8761,158540,0,                       0,158540,158540,0,                       0,158540
8762,158541,0,                       0,158539,158539,0,                       0,158541
8763,158540,0,                       0,158540,158540,0,                       0,158540
8764,158539,0,                       0,158541,158541,0,                       0,158539
8765,158540,0,                       0,158540,158540,0,                       0,158540
8766,158539,0,                       0,158541,158541,0,                       0,158539
8767,158538,0,                       0,158542,158542,0,                       0,158538
8768,158539,0,                       0,158541,158541,0,                       0,158539
8769,158538,0,                       0,158542,158542,0,                       0,158538
8770,158539,0,                       0,158541,158541,0,                       0,158539
8771,158540,0,                       0,158540,158540,0,                       0,158540
8772,158541,0,                       0,158539,158539,0,                       0,158541
8773,158542,0,                       0,158538,158538,0,                       0,158542
8774,158543,0,                       0,158537,158537,0,                       0,158543
8775,158542,0,                       0,158538,158538,0,                       0,158542
8776,158541,0,                       0,158539,158539,0,                       0,158541
8777,158540,0,                       0,158540,158540,0,                       0,158540
8778,158539,0,                       0,158541,158541,0,                       0,158539
8779,158540,0,                       0,158540,158540,0,                       0,158540
8780,158539,0,                       0,158541,158541,0,                       0,158539
8781,158540,0,                       0,158540,158540,0,                       0,158540
8782,158539,0,                       0,158541,158541,0,                       0,158539
8783,158538,0,                       0,158542,158542,0,                       0,158538
8784,158539,0,                       0,158541,158541,0,                       0,158539
8785,158540,0,                       0,158540,158540,0,                       0,158540
8786,158541,0,                       0,158539,158539,0,                       0,158541
8787,158542,0,                       0,158538,158538,0,                       0,158542
8788,158541,0,                       0,158539,158539,0,                       0,158541
8789,158542,0,                       0,158538,158538,0,                       0,158542
8790,158541,0,                       0,158539,158539,0,                       0,158541
8791,158540,0,                       0,158540,158540,0,                       0,158540
8792,158539,0,                       0,158541,158541,0,                       0,158539
8793,158538,0,                       0,158542,158542,0,                       0,158538
8794,158539,0,                       0,158541,158541,0,                       0,158539
8795,158540,0,                       0,158540,158540,0,                       0,158540
8796,158541,0,                       0,158539,158539,0,                       0,158541
8797,158542,0,                       0,158538,158538,0,                       0,158542
8798,158541,0,                       0,158539,158539,0,                       0,158541
8799,158542,0,                       0,158538,158538,0,                       0,158542
8800,158541,0,                       0,158539,158539,0,                       0,158541
8801,158540,0,                       0,158540,158540,0,                       0,158540
8802,158539,0,                       0,158541,158541,0,                       0,158539
8803,158538,0,                       0,158542,158542,0,                       0,158538
8804,158539,0,                       0,158541,158541,0,                       0,158539
8805,158540,0,                       0,158540,158540,0,                       0,158540
8806,158539,0,                       0,158541,158541,0,                       0,158539
8807,158540,0,                       0,158540,158540,0,                       0,158540
8808,158539,0,                       0,158541,158541,0,                       0,158539
8809,158540,0,                       0,158540,158540,0,                       0,158540
8810,158541,0,                       0,158539,158539,0,                       0,158541
8811,158542,0,                       0,158538,158538,0,                       0,158542
8812,158541,0,                       0,158539,158539,0,                       0,158541
8813,158542,0,                       0,158538,158538,0,                       0,158542
8814,158541,0,                       0,158539,158539,0,                       0,158541
8815,158540,0,                       0,158540,158540,0,                       0,158540
8816,158539,0,                       0,158541,158541,0,                       0,158539
8817,158538,0,                       0,158542,158542,0,                       0,158538
8818,158539,0,                       0,158541,158541,0,                       0,158539
8819,158540,0,                       0,158540,158540,0,                       0,158540
8820,158539,0,                       0,158541,158541,0,                       0,158539
8821,158540,0,                       0,158540,158540,0,                       0,158540
8822,158541,0,                       0,158539,158539,0,                       0,158541
8823,158542,0,                       0,158538,158538,0,                       0,158542
8824,158541,0,                       0,158539,158539,0,                       0,158541
8825,158540,0,                       0,158540,158540,0,                       0,158540
8826,158539,0,                       0,158541,158541,0,                       0,158539
8827,158540,0,                       0,158540,158540,0,                       0,158540
8828,158539,0,                       0,158541,158541,0,                       0,158539
8829,158540,0,                       0,158540,158540,0,                       0,158540
8830,158541,0,                       0,158539,158539,0,                       0,158541
8831,158540,0,                       0,158540,158540,0,                       0,158540
8832,158539,0,                       0,158541,158541,0,                       0,158539
8833,158540,0,                       0,158540,158540,0,                       0,158540
8834,158539,0,                       0,158541,158541,0,                       0,158539
8835,158540,0,                       0,158540,158540,0,                       0,158540
8836,158539,0,                       0,158541,158541,0,                       0,158539
8837,158538,0,                       0,158542,158542,0,                       0,158538
8838,158537,0,                       0,158543,158543,0,                       0,158537
8839,158538,0,                       0,158542,158542,0,                       0,158538
8840,158539,0,                       0,158541,158541,0,                       0,158539
8841,158538,0,                       0,158542,158542,0,                       0,158538
8842,158539,0,                       0,158541,158541,0,                       0,158539
8843,158538,0,                       0,158542,158542,0,                       0,158538
8844,158539,0,                       0,158541,158541,0,                       0,158539
8845,158538,0,                       0,158542,158542,0,                       0,158538
8846,158539,0,                       0,158541,158541,0,                       0,158539
8847,158538,0,                       0,158542,158542,0,                       0,158538
8848,158539,0,                       0,158541,158541,0,                       0,158539
8849,158540,0,                       0,158540,158540,0,                       0,158540
8850,158539,0,                       0,158541,158541,0,                       0,158539
8851,158538,0,                       0,158542,158542,0,                       0,158538
8852,158537,0,                       0,158543,158543,0,                       0,158537
8853,158538,0,                       0,158542,158542,0,                       0,158538
8854,158539,0,                       0,158541,158541,0,                       0,158539
8855,158538,0,                       0,158542,158542,0,                       0,158538
8856,158539,0,                       0,158541,158541,0,                       0,158539
8857,158540,0,                       0,158540,158540,0,                       0,158540
8858,158539,0,                       0,158541,158541,0,                       0,158539
8859,158540,0,                       0,158540,158540,0,                       0,158540
8860,158539,0,                       0,158541,158541,0,                       0,158539
8861,158540,0,                       0,158540,158540,0,                       0,158540
8862,158539,0,                       0,158541,158541,0,                       0,158539
8863,158538,0,                       0,158542,158542,0,                       0,158538
8864,158537,0,                       0,158543,158543,0,                       0,158537
8865,158538,0,                       0,158542,158542,0,                       0,158538
8866,158539,0,                       0,158541,158541,0,                       0,158539
8867,158540,0,                       0,158540,158540,0,                       0,158540
8868,158541,0,                       0,158539,158539,0,                       0,158541
8869,158540,0,                       0,158540,158540,0,                       0,158540
8870,158541,0,                       0,158539,158539,0,                       0,158541
8871,158542,0,                       0,158538,158538,0,                       0,158542
8872,158541,0,                       0,158539,158539,0,                       0,158541
8873,158540,0,                       0,158540,158540,0,                       0,158540
8874,158539,0,                       0,158541,158541,0,                       0,158539
8875,158540,0,                       0,158540,158540,0,                       0,158540
8876,158539,0,                       0,158541,158541,0,                       0,158539
8877,158538,0,                       0,158542,158542,0,                       0,158538
8878,158539,0,                       0,158541,158541,0,                       0,158539
8879,158540,0,                       0,158540,158540,0,                       0,158540
8880,158541,0,                       0,158539,158539,0,                       0,158541
8881,158540,0,                       0,158540,158540,0,                       0,158540
8882,158541,0,                       0,158539,158539,0,                       0,158541
8883,158540,0,                       0,158540,158540,0,                       0,158540
8884,158541,0,                       0,158539,158539,0,                       0,158541
8885,158542,0,                       0,158538,158538,0,                       0,158542
8886,158543,0,                       0,158537,158537,0,                       0,158543
8887,158544,0,                       0,158536,158536,0,                       0,158544
8888,158543,0,                       0,158537,158537,0,                       0,158543
8889,158544,0,                       0,158536,158536,0,                       0,158544
8890,158543,0,                       0,158537,158537,0,                       0,158543
8891,158542,0,                       0,158538,158538,0,                       0,158542
8892,158541,0,                       0,158539,158539,0,                       0,158541
8893,158540,0,                       0,158540,158540,0,                       0,158540
8894,158539,0,                       0,158541,158541,0,                       0,158539
8895,158540,0,                       0,158540,158540,0,                       0,158540
8896,158539,0,                       0,158541,158541,0,                       0,158539
8897,158540,0,                       0,158540,158540,0,                       0,158540
8898,158541,0,                       0,158539,158539,0,                       0,158541
8899,158540,0,                       0,158540,158540,0,                       0,158540
8900,158539,0,                       0,158541,158541,0,                       0,158539
8901,158540,0,                       0,158540,158540,0,                       0,158540
8902,158541,0,                       0,158539,158539,0,                       0,158541
8903,158540,0,                       0,158540,158540,0,                       0,158540
8904,158539,0,                       0,158541,158541,0,                       0,158539
8905,158538,0,                       0,158542,158542,0,                       0,158538
8906,158539,0,                       0,158541,158541,0,                       0,158539
8907,158540,0,                       0,158540,158540,0,                       0,158540
8908,158539,0,                       0,158541,158541,0,                       0,158539
8909,158540,0,                       0,158540,158540,0,                       0,158540
8910,158539,0,                       0,158541,158541,0,                       0,158539
8911,158538,0,                       0,158542,158542,0,                       0,158538
8912,158539,0,                       0,158541,158541,0,                       0,158539
8913,158540,0,                       0,158540,158540,0,                       0,158540
8914,158541,0,                       0,158539,158539,0,                       0,158541
8915,158540,0,                       0,158540,158540,0,                       0,158540
8916,158541,0,                       0,158539,158539,0,                       0,158541
8917,158540,0,                       0,158540,158540,0,                       0,158540
8918,158541,0,                       0,158539,158539,0,                       0,158541
8919,158540,0,                       0,158540,158540,0,                       0,158540
8920,158541,0,                       0,158539,158539,0,                       0,158541
8921,158540,0,                       0,158540,158540,0,                       0,158540
8922,158539,0,                       0,158541,158541,0,                       0,158539
8923,158540,0,                       0,158540,158540,0,                       0,158540
8924,158539,0,                       0,158541,158541,0,                       0,158539
8925,158540,0,                       0,158540,158540,0,                       0,158540
8926,158541,0,                       0,158539,158539,0,                       0,158541
8927,158540,0,                       0,158540,158540,0,                       0,158540
8928,158541,0,                       0,158539,158539,0,                       0,158541
8929,158540,0,                       0,158540,158540,0,                       0,158540
8930,158539,0,                       0,158541,158541,0,                       0,158539
8931,158540,0,                       0,158540,158540,0,                       0,158540
8932,158541,0,                       0,158539,158539,0,                       0,158541
8933,158542,0,                       0,158538,158538,0,                       0,158542
8934,158541,0,                       0,158539,158539,0,                       0,158541
8935,158542,0,                       0,158538,158538,0,                       0,158542
8936,158541,0,                       0,158539,158539,0,                       0,158541
8937,158540,0,                       0,158540,158540,0,                       0,158540
8938,158541,0,                       0,158539,158539,0,                       0,158541
8939,158542,0,                       0,158538,158538,0,                       0,158542
8940,158541,0,                       0,158539,158539,0,                       0,158541
8941,158540,0,                       0,158540,158540,0,                       0,158540
8942,158541,0,                       0,158539,158539,0,                       0,158541
8943,158542,0,                       0,158538,158538,0,                       0,158542
8944,158541,0,                       0,158539,158539,0,                       0,158541
8945,158540,0,                       0,158540,158540,0,                       0,158540
8946,158541,0,                       0,158539,158539,0,                       0,158541
8947,158542,0,                       0,158538,158538,0,                       0,158542
8948,158543,0,                       0,158537,158537,0,                       0,158543
8949,158542,0,                       0,158538,158538,0,                       0,158542
8950,158543,0,                       0,158537,158537,0,                       0,158543
8951,158544,0,                       0,158536,158536,0,                       0,158544
8952,158543,0,                       0,158537,158537,0,                       0,158543
8953,158542,0,                       0,158538,158538,0,                       0,158542
8954,158543,0,                       0,158537,158537,0,                       0,158543
8955,158544,0,                       0,158536,158536,0,                       0,158544
8956,158543,0,                       0,158537,158537,0,                       0,158543
8957,158544,0,                       0,158536,158536,0,                       0,158544
8958,158545,0,                       0,158535,158535,0,                       0,158545
8959,158546,0,                       0,158534,158534,0,                       0,158546
8960,158545,0,                       0,158535,158535,0,                       0,158545
8961,158546,0,                       0,158534,158534,0,                       0,158546
8962,158545,0,                       0,158535,158535,0,                       0,158545
8963,158546,0,                       0,158534,158534,0,                       0,158546
8964,158547,0,                       0,158533,158533,0,                       0,158547
8965,158548,0,                       0,158532,158532,0,                       0,158548
8966,158549,0,                       0,158531,158531,0,                       0,158549
8967,158548,0,                       0,158532,158532,0,                       0,158548
8968,158549,0,                       0,158531,158531,0,                       0,158549
8969,158550,0,                       0,158530,158530,0,                       0,158550
8970,158549,0,                       0,158531,158531,0,                       0,158549
8971,158548,0,                       0,158532,158532,0,                       0,158548
8972,158549,0,                       0,158531,158531,0,                       0,158549
8973,158550,0,                       0,158530,158530,0,                       0,158550
8974,158551,0,                       0,158529,158529,0,                       0,158551
8975,158550,0,                       0,158530,158530,0,                       0,158550
8976,158549,0,                       0,158531,158531,0,                       0,158549
8977,158550,0,                       0,158530,158530,0,                       0,158550
8978,158551,0,                       0,158529,158529,0,                       0,158551
8979,158550,0,                       0,158530,158530,0,                       0,158550
8980,158549,0,                       0,158531,158531,0,                       0,158549
8981,158548,0,                       0,158532,158532,0,                       0,158548
8982,158547,0,                       0,158533,158533,0,                       0,158547
8983,158546,0,                       0,158534,158534,0,                       0,158546
8984,158545,0,                       0,158535,158535,0,                       0,158545
8985,158544,0,                       0,158536,158536,0,                       0,158544
8986,158543,0,                       0,158537,158537,0,                       0,158543
8987,158542,0,                       0,158538,158538,0,                       0,158542
8988,158541,0,                       0,158539,158539,0,                       0,158541
8989,158540,0,                       0,158540,158540,0,                       0,158540
8990,158539,0,                       0,158541,158541,0,                       0,158539
8991,158538,0,                       0,158542,158542,0,                       0,158538
8992,158537,0,                       0,158543,158543,0,                       0,158537
8993,158538,0,                       0,158542,158542,0,                       0,158538
8994,158539,0,                       0,158541,158541,0,                       0,158539
8995,158540,0,                       0,158540,158540,0,                       0,158540
8996,158541,0,                       0,158539,158539,0,                       0,158541
8997,158542,0,                       0,158538,158538,0,                       0,158542
8998,158543,0,                       0,158537,158537,0,                       0,158543
8999,158542,0,                       0,158538,158538,0,                       0,158542
9000,158543,0,                       0,158537,158537,0,                       0,158543
9001,158542,0,                       0,158538,158538,0,                       0,158542
9002,158543,0,                       0,158537,158537,0,                       0,158543
9003,158542,0,                       0,158538,158538,0,                       0,158542
9004,158541,0,                       0,158539,158539,0,                       0,158541
9005,158540,0,                       0,158540,158540,0,                       0,158540
9006,158541,0,                       0,158539,158539,0,                       0,158541
9007,158542,0,                       0,158538,158538,0,                       0,158542
9008,158543,0,                       0,158537,158537,0,                       0,158543
9009,158542,0,                       0,158538,158538,0,                       0,158542
9010,158541,0,                       0,158539,158539,0,                       0,158541
9011,158540,0,                       0,158540,158540,0,                       0,158540
9012,158541,0,                       0,158539,158539,0,                       0,158541
9013,158540,0,                       0,158540,158540,0,                       0,158540
9014,158539,0,                       0,158541,158541,0,                       0,158539
9015,158540,0,                       0,158540,158540,0,                       0,158540
9016,158539,0,                       0,158541,158541,0,                       0,158539
9017,158540,0,                       0,158540,158540,0,                       0,158540
9018,158541,0,                       0,158539,158539,0,                       0,158541
9019,158542,0,                       0,158538,158538,0,                       0,158542
9020,158543,0,                       0,158537,158537,0,                       0,158543
9021,158544,0,                       0,158536,158536,0,                       0,158544
9022,158543,0,                       0,158537,158537,0,                       0,158543
9023,158544,0,                       0,158536,158536,0,                       0,158544
9024,158543,0,                       0,158537,158537,0,                       0,158543
9025,158542,0,                       0,158538,158538,0,                       0,158542
9026,158543,0,                       0,158537,158537,0,                       0,158543
9027,158544,0,                       0,158536,158536,0,                       0,158544
9028,158543,0,                       0,158537,158537,0,                       0,158543
9029,158542,0,                       0,158538,158538,0,                       0,158542
9030,158541,0,                       0,158539,158539,0,                       0,158541
9031,158540,0,                       0,158540,158540,0,                       0,158540
9032,158541,0,                       0,158539,158539,0,                       0,158541
9033,158540,0,                       0,158540,158540,0,                       0,158540
9034,158539,0,                       0,158541,158541,0,                       0,158539
9035,158538,0,                       0,158542,158542,0,                       0,158538
9036,158539,0,                       0,158541,158541,0,                       0,158539
9037,158540,0,                       0,158540,158540,0,                       0,158540
9038,158539,0,                       0,158541,158541,0,                       0,158539
9039,158540,0,                       0,158540,158540,0,                       0,158540
9040,158541,0,                       0,158539,158539,0,                       0,158541
9041,158542,0,                       0,158538,158538,0,                       0,158542
9042,158541,0,                       0,158539,158539,0,                       0,158541
9043,158540,0,                       0,158540,158540,0,                       0,158540
9044,158541,0,                       0,158539,158539,0,                       0,158541
9045,158540,0,                       0,158540,158540,0,                       0,158540
9046,158541,0,                       0,158539,158539,0,                       0,158541
9047,158542,0,                       0,158538,158538,0,                       0,158542
9048,158541,0,                       0,158539,158539,0,                       0,158541
9049,158540,0,                       0,158540,158540,0,                       0,158540
9050,158541,0,                       0,158539,158539,0,                       0,158541
9051,158542,0,                       0,158538,158538,0,                       0,158542
9052,158543,0,                       0,158537,158537,0,                       0,158543
9053,158544,0,                       0,158536,158536,0,                       0,158544
9054,158545,0,                       0,158535,158535,0,                       0,158545
9055,158546,0,                       0,158534,158534,0,                       0,158546
9056,158545,0,                       0,158535,158535,0,                       0,158545
9057,158544,0,                       0,158536,158536,0,                       0,158544
9058,158543,0,                       0,158537,158537,0,                       0,158543
9059,158542,0,                       0,158538,158538,0,                       0,158542
9060,158541,0,                       0,158539,158539,0,                       0,158541
9061,158540,0,                       0,158540,158540,0,                       0,158540
9062,158539,0,                       0,158541,158541,0,                       0,158539
9063,158540,0,                       0,158540,158540,0,                       0,158540
9064,158539,0,                       0,158541,158541,0,                       0,158539
9065,158540,0,                       0,158540,158540,0,                       0,158540
9066,158541,0,                       0,158539,158539,0,                       0,158541
9067,158540,0,                       0,158540,158540,0,                       0,158540
9068,158541,0,                       0,158539,158539,0,                       0,158541
9069,158540,0,                       0,158540,158540,0,                       0,158540
9070,158539,0,                       0,158541,158541,0,                       0,158539
9071,158538,0,                       0,158542,158542,0,                       0,158538
9072,158539,0,                       0,158541,158541,0,                       0,158539
9073,158540,0,                       0,158540,158540,0,                       0,158540
9074,158539,0,                       0,158541,158541,0,                       0,158539
9075,158540,0,                       0,158540,158540,0,                       0,158540
9076,158539,0,                       0,158541,158541,0,                       0,158539
9077,158540,0,                       0,158540,158540,0,                       0,158540
9078,158539,0,                       0,158541,158541,0,                       0,158539
9079,158540,0,                       0,158540,158540,0,                       0,158540
9080,158541,0,                       0,158539,158539,0,                       0,158541
9081,158542,0,                       0,158538,158538,0,                       0,158542
9082,158541,0,                       0,158539,158539,0,                       0,158541
9083,158540,0,                       0,158540,158540,0,                       0,158540
9084,158541,0,                       0,158539,158539,0,                       0,158541
9085,158540,0,                       0,158540,158540,0,                       0,158540
9086,158541,0,                       0,158539,158539,0,                       0,158541
9087,158542,0,                       0,158538,158538,0,                       0,158542
9088,158543,0,                       0,158537,158537,0,                       0,158543
9089,158544,0,                       0,158536,158536,0,                       0,158544
9090,158543,0,                       0,158537,158537,0,                       0,158543
9091,158542,0,                       0,158538,158538,0,                       0,158542
9092,158541,0,                       0,158539,158539,0,                       0,158541
9093,158542,0,                       0,158538,158538,0,                       0,158542
9094,158541,0,                       0,158539,158539,0,                       0,158541
9095,158542,0,                       0,158538,158538,0,                       0,158542
9096,158541,0,                       0,158539,158539,0,                       0,158541
9097,158542,0,                       0,158538,158538,0,                       0,158542
9098,158541,0,                       0,158539,158539,0,                       0,158541
9099,158540,0,                       0,158540,158540,0,                       0,158540
9100,158541,0,                       0,158539,158539,0,                       0,158541
9101,158540,0,                       0,158540,158540,0,                       0,158540
9102,158541,0,                       0,158539,158539,0,                       0,158541
9103,158542,0,                       0,158538,158538,0,                       0,158542
9104,158543,0,                       0,158537,158537,0,                       0,158543
9105,158542,0,                       0,158538,158538,0,                       0,158542
9106,158541,0,                       0,158539,158539,0,                       0,158541
9107,158540,0,                       0,158540,158540,0,                       0,158540
9108,158541,0,                       0,158539,158539,0,                       0,158541
9109,158540,0,                       0,158540,158540,0,                       0,158540
9110,158541,0,                       0,158539,158539,0,                       0,158541
9111,158540,0,                       0,158540,158540,0,                       0,158540
9112,158539,0,                       0,158541,158541,0,                       0,158539
9113,158540,0,                       0,158540,158540,0,                       0,158540
9114,158541,0,                       0,158539,158539,0,                       0,158541
9115,158540,0,                       0,158540,158540,0,                       0,158540
9116,158541,0,                       0,158539,158539,0,                       0,158541
9117,158540,0,                       0,158540,158540,0,                       0,158540
9118,158539,0,                       0,158541,158541,0,                       0,158539
9119,158538,0,                       0,158542,158542,0,                       0,158538
9120,158537,0,                       0,158543,158543,0,                       0,158537
9121,158538,0,                       0,158542,158542,0,                       0,158538
9122,158539,0,                       0,158541,158541,0,                       0,158539
9123,158540,0,                       0,158540,158540,0,                       0,158540
9124,158539,0,                       0,158541,158541,0,                       0,158539
9125,158540,0,                       0,158540,158540,0,                       0,158540
9126,158541,0,                       0,158539,158539,0,                       0,158541
9127,158540,0,                       0,158540,158540,0,                       0,158540
9128,158541,0,                       0,158539,158539,0,                       0,158541
9129,158542,0,                       0,158538,158538,0,                       0,158542
9130,158541,0,                       0,158539,158539,0,                       0,158541
9131,158540,0,                       0,158540,158540,0,                       0,158540
9132,158539,0,                       0,158541,158541,0,                       0,158539
9133,158538,0,                       0,158542,158542,0,                       0,158538
9134,158539,0,                       0,158541,158541,0,                       0,158539
9135,158540,0,                       0,158540,158540,0,                       0,158540
9136,158541,0,                       0,158539,158539,0,                       0,158541
9137,158542,0,                       0,158538,158538,0,                       0,158542
9138,158541,0,                       0,158539,158539,0,                       0,158541
9139,158542,0,                       0,158538,158538,0,                       0,158542
9140,158541,0,                       0,158539,158539,0,                       0,158541
9141,158540,0,                       0,158540,158540,0,                       0,158540
9142,158541,0,                       0,158539,158539,0,                       0,158541
9143,158542,0,                       0,158538,158538,0,                       0,158542
9144,158541,0,                       0,158539,158539,0,                       0,158541
9145,158540,0,                       0,158540,158540,0,                       0,158540
9146,158539,0,                       0,158541,158541,0,                       0,158539
9147,158538,0,                       0,158542,158542,0,                       0,158538
9148,158539,0,                       0,158541,158541,0,                       0,158539
9149,158540,0,                       0,158540,158540,0,                       0,158540
9150,158541,0,                       0,158539,158539,0,                       0,158541
9151,158540,0,                       0,158540,158540,0,                       0,158540
9152,158539,0,                       0,158541,158541,0,                       0,158539
9153,158540,0,                       0,158540,158540,0,                       0,158540
9154,158539,0,                       0,158541,158541,0,                       0,158539
9155,158540,0,                       0,158540,158540,0,                       0,158540
9156,158541,0,                       0,158539,158539,0,                       0,158541
9157,158540,0,                       0,158540,158540,0,                       0,158540
9158,158539,0,                       0,158541,158541,0,                       0,158539
9159,158538,0,                       0,158542,158542,0,                       0,158538
9160,158539,0,                       0,158541,158541,0,                       0,158539
9161,158540,0,                       0,158540,158540,0,                       0,158540
9162,158541,0,                       0,158539,158539,0,                       0,158541
9163,158540,0,                       0,158540,158540,0,                       0,158540
9164,158541,0,                       0,158539,158539,0,                       0,158541
9165,158540,0,                       0,158540,158540,0,                       0,158540
9166,158539,0,                       0,158541,158541,0,                       0,158539
9167,158538,0,                       0,158542,158542,0,                       0,158538
9168,158539,0,                       0,158541,158541,0,                       0,158539
9169,158540,0,                       0,158540,158540,0,                       0,158540
9170,158539,0,                       0,158541,158541,0,                       0,158539
9171,158540,0,                       0,158540,158540,0,                       0,158540
9172,158539,0,                       0,158541,158541,0,                       0,158539
9173,158540,0,                       0,158540,158540,0,                       0,158540
9174,158539,0,                       0,158541,158541,0,                       0,158539
9175,158538,0,                       0,158542,158542,0,                       0,158538
9176,158539,0,                       0,158541,158541,0,                       0,158539
9177,158540,0,                       0,158540,158540,0,                       0,158540
9178,158539,0,                       0,158541,158541,0,                       0,158539
9179,158538,0,                       0,158542,158542,0,                       0,158538
9180,158539,0,                       0,158541,158541,0,                       0,158539
9181,158538,0,                       0,158542,158542,0,                       0,158538
9182,158539,0,                       0,158541,158541,0,                       0,158539
9183,158540,0,                       0,158540,158540,0,                       0,158540
9184,158539,0,                       0,158541,158541,0,                       0,158539
9185,158540,0,                       0,158540,158540,0,                       0,158540
9186,158539,0,                       0,158541,158541,0,                       0,158539
9187,158540,0,                       0,158540,158540,0,                       0,158540
9188,158541,0,                       0,158539,158539,0,                       0,158541
9189,158540,0,                       0,158540,158540,0,                       0,158540
9190,158539,0,                       0,158541,158541,0,                       0,158539
9191,158540,0,                       0,158540,158540,0,                       0,158540
9192,158539,0,                       0,158541,158541,0,                       0,158539
9193,158540,0,                       0,158540,158540,0,                       0,158540
9194,158539,0,                       0,158541,158541,0,                       0,158539
9195,158538,0,                       0,158542,158542,0,                       0,158538
9196,158539,0,                       0,158541,158541,0,                       0,158539
9197,158538,0,                       0,158542,158542,0,                       0,158538
9198,158537,0,                       0,158543,158543,0,                       0,158537
9199,158538,0,                       0,158542,158542,0,                       0,158538
9200,158537,0,                       0,158543,158543,0,                       0,158537
9201,158538,0,                       0,158542,158542,0,                       0,158538
9202,158539,0,                       0,158541,158541,0,                       0,158539
9203,158538,0,                       0,158542,158542,0,                       0,158538
9204,158539,0,                       0,158541,158541,0,                       0,158539
9205,158540,0,                       0,158540,158540,0,                       0,158540
9206,158539,0,                       0,158541,158541,0,                       0,158539
9207,158538,0,                       0,158542,158542,0,                       0,158538
9208,158537,0,                       0,158543,158543,0,                       0,158537
9209,158538,0,                       0,158542,158542,0,                       0,158538
9210,158539,0,                       0,158541,158541,0,                       0,158539
9211,158540,0,                       0,158540,158540,0,                       0,158540
9212,158541,0,                       0,158539,158539,0,                       0,158541
9213,158540,0,                       0,158540,158540,0,                       0,158540
9214,158539,0,                       0,158541,158541,0,                       0,158539
9215,158538,0,                       0,158542,158542,0,                       0,158538
9216,158537,0,                       0,158543,158543,0,                       0,158537
9217,158538,0,                       0,158542,158542,0,                       0,158538
9218,158537,0,                       0,158543,158543,0,                       0,158537
9219,158538,0,                       0,158542,158542,0,                       0,158538
9220,158539,0,                       0,158541,158541,0,                       0,158539
9221,158540,0,                       0,158540,158540,0,                       0,158540
9222,158541,0,                       0,158539,158539,0,                       0,158541
9223,158540,0,                       0,158540,158540,0,                       0,158540
9224,158539,0,                       0,158541,158541,0,                       0,158539
9225,158538,0,                       0,158542,158542,0,                       0,158538
9226,158539,0,                       0,158541,158541,0,                       0,158539
9227,158540,0,                       0,158540,158540,0,                       0,158540
9228,158541,0,                       0,158539,158539,0,                       0,158541
9229,158540,0,                       0,158540,158540,0,                       0,158540
9230,158541,0,                       0,158539,158539,0,                       0,158541
9231,158540,0,                       0,158540,158540,0,                       0,158540
9232,158539,0,                       0,158541,158541,0,                       0,158539
9233,158538,0,                       0,158542,158542,0,                       0,158538
9234,158539,0,                       0,158541,158541,0,                       0,158539
9235,158540,0,                       0,158540,158540,0,                       0,158540
9236,158541,0,                       0,158539,158539,0,                       0,158541
9237,158542,0,                       0,158538,158538,0,                       0,158542
9238,158541,0,                       0,158539,158539,0,                       0,158541
9239,158540,0,                       0,158540,158540,0,                       0,158540
9240,158539,0,                       0,158541,158541,0,                       0,158539
9241,158540,0,                       0,158540,158540,0,                       0,158540
9242,158539,0,                       0,158541,158541,0,                       0,158539
9243,158540,0,                       0,158540,158540,0,                       0,158540
9244,158541,0,                       0,158539,158539,0,                       0,158541
9245,158540,0,                       0,158540,158540,0,                       0,158540
9246,158541,0,                       0,158539,158539,0,                       0,158541
9247,158542,0,                       0,158538,158538,0,                       0,158542
9248,158543,0,                       0,158537,158537,0,                       0,158543
9249,158544,0,                       0,158536,158536,0,                       0,158544
9250,158545,0,                       0,158535,158535,0,                       0,158545
9251,158546,0,                       0,158534,158534,0,                       0,158546
9252,158547,0,                       0,158533,158533,0,                       0,158547
9253,158548,0,                       0,158532,158532,0,                       0,158548
